SVCCD,Description,GROSS CHARGE,As of Date,DISCOUNTED CASH PRICE INPATIENT ,DISCOUNTED CASH PRICE OUTPATIENT ,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Anthem BCBS ,United Healthcare,Anthem Mittal Steel ,Cigna ,Anthem US Steel ,Aetna ,Medpartners,Multiplan/PHCS,Humana ,Sagamore ,Local 697 PNA ,MHS Ambetter Exchange ,Anthem Exchange ,MD Wise Exchange,Anthem Medicaid ,MHS Medicaid ,MD Wise ,Caresource ,Aetna Medicare ,Anthem MA ,Humana MA,United healthcare MA 
1663151,MR-UPPER EXT WO,2695,10/28/2020,970.2,1347.5,239.855,1926.925,622.545,549.78,665.665,776.16,641.41,468.93,428.505,1059.135,1926.925,1336.72,565.95,371.91,627.935,1226.225,382.69,388.08,412.335,423.115,247.94,256.025,253.33,239.855
1663152,MR-UPPER EXT W,3039,10/28/2020,1094.04,1519.5,270.471,2172.885,702.009,619.956,750.633,875.232,723.282,528.786,483.201,1194.327,2172.885,1507.344,638.19,419.382,708.087,1382.745,431.538,437.616,464.967,477.123,279.588,288.705,285.666,270.471
1663153,MR-UPPER EXT WWO,6876,10/28/2020,2475.36,3438,611.964,4916.34,1588.356,1402.704,1698.372,1980.288,1636.488,1196.424,1093.284,2702.268,4916.34,3410.496,1443.96,948.888,1602.108,3128.58,976.392,990.144,1052.028,1079.532,632.592,653.22,646.344,611.964
1663154,MR-UPPER JOINT WO,3788,10/28/2020,1363.68,1894,337.132,2708.42,875.028,772.752,935.636,1090.944,901.544,659.112,602.292,1488.684,2708.42,1878.848,795.48,522.744,882.604,1723.54,537.896,545.472,579.564,594.716,348.496,359.86,356.072,337.132
1663155,MR-UPPER JOINT W,4184,10/28/2020,1506.24,2092,372.376,2991.56,966.504,853.536,1033.448,1204.992,995.792,728.016,665.256,1644.312,2991.56,2075.264,878.64,577.392,974.872,1903.72,594.128,602.496,640.152,656.888,384.928,397.48,393.296,372.376
1663156,MR-UPPER JOINT WWO,6253,10/28/2020,2251.08,3126.5,556.517,4470.895,1444.443,1275.612,1544.491,1800.864,1488.214,1088.022,994.227,2457.429,4470.895,3101.488,1313.13,862.914,1456.949,2845.115,887.926,900.432,956.709,981.721,575.276,594.035,587.782,556.517
1663158,MRA-NECK WO,3414,10/28/2020,1229.04,1707,303.846,2441.01,788.634,696.456,843.258,983.232,812.532,594.036,542.826,1341.702,2441.01,1693.344,716.94,471.132,795.462,1553.37,484.788,491.616,522.342,535.998,314.088,324.33,320.916,303.846
1663159,MRA-NECK W,3965,10/28/2020,1427.4,1982.5,352.885,2834.975,915.915,808.86,979.355,1141.92,943.67,689.91,630.435,1558.245,2834.975,1966.64,832.65,547.17,923.845,1804.075,563.03,570.96,606.645,622.505,364.78,376.675,372.71,352.885
1663160,MRA-NECK WWO,4521,10/28/2020,1627.56,2260.5,402.369,3232.515,1044.351,922.284,1116.687,1302.048,1075.998,786.654,718.839,1776.753,3232.515,2242.416,949.41,623.898,1053.393,2057.055,641.982,651.024,691.713,709.797,415.932,429.495,424.974,402.369
1663161,MR-CHEST WO,5310,10/28/2020,1911.6,2655,472.59,3796.65,1226.61,1083.24,1311.57,1529.28,1263.78,923.94,844.29,2086.83,3796.65,2633.76,1115.1,732.78,1237.23,2416.05,754.02,764.64,812.43,833.67,488.52,504.45,499.14,472.59
1663162,MR-CHEST W,5598,10/28/2020,2015.28,2799,498.222,4002.57,1293.138,1141.992,1382.706,1612.224,1332.324,974.052,890.082,2200.014,4002.57,2776.608,1175.58,772.524,1304.334,2547.09,794.916,806.112,856.494,878.886,515.016,531.81,526.212,498.222
1663163,MR-CHEST WWO,7407,10/28/2020,2666.52,3703.5,659.223,5296.005,1711.017,1511.028,1829.529,2133.216,1762.866,1288.818,1177.713,2910.951,5296.005,3673.872,1555.47,1022.166,1725.831,3370.185,1051.794,1066.608,1133.271,1162.899,681.444,703.665,696.258,659.223
1663165,MR-LOWER EXTR WO,3039,10/28/2020,1094.04,1519.5,270.471,2172.885,702.009,619.956,750.633,875.232,723.282,528.786,483.201,1194.327,2172.885,1507.344,638.19,419.382,708.087,1382.745,431.538,437.616,464.967,477.123,279.588,288.705,285.666,270.471
1663166,MR-LOWER EXTR W,3547,10/28/2020,1276.92,1773.5,315.683,2536.105,819.357,723.588,876.109,1021.536,844.186,617.178,563.973,1393.971,2536.105,1759.312,744.87,489.486,826.451,1613.885,503.674,510.768,542.691,556.879,326.324,336.965,333.418,315.683
1663167,MR-LOWER EXTR WWO,6995,10/28/2020,2518.2,3497.5,622.555,5001.425,1615.845,1426.98,1727.765,2014.56,1664.81,1217.13,1112.205,2749.035,5001.425,3469.52,1468.95,965.31,1629.835,3182.725,993.29,1007.28,1070.235,1098.215,643.54,664.525,657.53,622.555
1663168,MR-LW JOINT WO,3411,10/28/2020,1227.96,1705.5,303.579,2438.865,787.941,695.844,842.517,982.368,811.818,593.514,542.349,1340.523,2438.865,1691.856,716.31,470.718,794.763,1552.005,484.362,491.184,521.883,535.527,313.812,324.045,320.634,303.579
1663169,MR-LW JOINT W,3670,10/28/2020,1321.2,1835,326.63,2624.05,847.77,748.68,906.49,1056.96,873.46,638.58,583.53,1442.31,2624.05,1820.32,770.7,506.46,855.11,1669.85,521.14,528.48,561.51,576.19,337.64,348.65,344.98,326.63
1663170,MR-LW JOINT WWO,6897,10/28/2020,2482.92,3448.5,613.833,4931.355,1593.207,1406.988,1703.559,1986.336,1641.486,1200.078,1096.623,2710.521,4931.355,3420.912,1448.37,951.786,1607.001,3138.135,979.374,993.168,1055.241,1082.829,634.524,655.215,648.318,613.833
1663171,MR-ABDOMEN WO,4428,10/28/2020,1594.08,2214,394.092,3166.02,1022.868,903.312,1093.716,1275.264,1053.864,770.472,704.052,1740.204,3166.02,2196.288,929.88,611.064,1031.724,2014.74,628.776,637.632,677.484,695.196,407.376,420.66,416.232,394.092
1663172,MR-ABDOMEN W,5107,10/28/2020,1838.52,2553.5,454.523,3651.505,1179.717,1041.828,1261.429,1470.816,1215.466,888.618,812.013,2007.051,3651.505,2533.072,1072.47,704.766,1189.931,2323.685,725.194,735.408,781.371,801.799,469.844,485.165,480.058,454.523
1663173,MR-ABDOMEN WWO,6519,10/28/2020,2346.84,3259.5,580.191,4661.085,1505.889,1329.876,1610.193,1877.472,1551.522,1134.306,1036.521,2561.967,4661.085,3233.424,1368.99,899.622,1518.927,2966.145,925.698,938.736,997.407,1023.483,599.748,619.305,612.786,580.191
1663174,MR-CARD MORP WO,2556,10/28/2020,920.16,1278,227.484,1827.54,590.436,521.424,631.332,736.128,608.328,444.744,406.404,1004.508,1827.54,1267.776,536.76,352.728,595.548,1162.98,362.952,368.064,391.068,401.292,235.152,242.82,240.264,227.484
1663175,MR-CARD MORP WWO,2814,10/28/2020,1013.04,1407,250.446,2012.01,650.034,574.056,695.058,810.432,669.732,489.636,447.426,1105.902,2012.01,1395.744,590.94,388.332,655.662,1280.37,399.588,405.216,430.542,441.798,258.888,267.33,264.516,250.446
1663180,MR-GUIDE NEEDLE PLAC,2556,10/28/2020,920.16,1278,227.484,1827.54,590.436,521.424,631.332,736.128,608.328,444.744,406.404,1004.508,1827.54,1267.776,536.76,352.728,595.548,1162.98,362.952,368.064,391.068,401.292,235.152,242.82,240.264,227.484
1663182,MRA-ABDOMEN W,2556,10/28/2020,920.16,1278,227.484,1827.54,590.436,521.424,631.332,736.128,608.328,444.744,406.404,1004.508,1827.54,1267.776,536.76,352.728,595.548,1162.98,362.952,368.064,391.068,401.292,235.152,242.82,240.264,227.484
1663183,MRA-ABDOMEN WO,2556,10/28/2020,920.16,1278,227.484,1827.54,590.436,521.424,631.332,736.128,608.328,444.744,406.404,1004.508,1827.54,1267.776,536.76,352.728,595.548,1162.98,362.952,368.064,391.068,401.292,235.152,242.82,240.264,227.484
1663184,MRA-ABDOMEN WWO,2779,10/28/2020,1000.44,1389.5,247.331,1986.985,641.949,566.916,686.413,800.352,661.402,483.546,441.861,1092.147,1986.985,1378.384,583.59,383.502,647.507,1264.445,394.618,400.176,425.187,436.303,255.668,264.005,261.226,247.331
1663185,MR-BREAST UNI W,3621,10/28/2020,1303.56,1810.5,322.269,2589.015,836.451,738.684,894.387,1042.848,861.798,630.054,575.739,1423.053,2589.015,1796.016,760.41,499.698,843.693,1647.555,514.182,521.424,554.013,568.497,333.132,343.995,340.374,322.269
1663186,MR-BREAST UNI WO,3427,10/28/2020,1233.72,1713.5,305.003,2450.305,791.637,699.108,846.469,986.976,815.626,596.298,544.893,1346.811,2450.305,1699.792,719.67,472.926,798.491,1559.285,486.634,493.488,524.331,538.039,315.284,325.565,322.138,305.003
1663187,MR-BREAST UNI WWO,3815,10/28/2020,1373.4,1907.5,339.535,2727.725,881.265,778.26,942.305,1098.72,907.97,663.81,606.585,1499.295,2727.725,1892.24,801.15,526.47,888.895,1735.825,541.73,549.36,583.695,598.955,350.98,362.425,358.61,339.535
1663188,MR-BREAST BI W,4964,10/28/2020,1787.04,2482,441.796,3549.26,1146.684,1012.656,1226.108,1429.632,1181.432,863.736,789.276,1950.852,3549.26,2462.144,1042.44,685.032,1156.612,2258.62,704.888,714.816,759.492,779.348,456.688,471.58,466.616,441.796
1663189,MR-BREAST BIL WO,4120,10/28/2020,1483.2,2060,366.68,2945.8,951.72,840.48,1017.64,1186.56,980.56,716.88,655.08,1619.16,2945.8,2043.52,865.2,568.56,959.96,1874.6,585.04,593.28,630.36,646.84,379.04,391.4,387.28,366.68
1663190,MR-BREAST BI WWO,5712,10/28/2020,2056.32,2856,508.368,4084.08,1319.472,1165.248,1410.864,1645.056,1359.456,993.888,908.208,2244.816,4084.08,2833.152,1199.52,788.256,1330.896,2598.96,811.104,822.528,873.936,896.784,525.504,542.64,536.928,508.368
1663191,MRA-CHEST W,2556,10/28/2020,920.16,1278,227.484,1827.54,590.436,521.424,631.332,736.128,608.328,444.744,406.404,1004.508,1827.54,1267.776,536.76,352.728,595.548,1162.98,362.952,368.064,391.068,401.292,235.152,242.82,240.264,227.484
1663192,MRA-CHEST WO,2170,10/28/2020,781.2,1085,193.13,1551.55,501.27,442.68,535.99,624.96,516.46,377.58,345.03,852.81,1551.55,1076.32,455.7,299.46,505.61,987.35,308.14,312.48,332.01,340.69,199.64,206.15,203.98,193.13
1663193,MRA-CHEST WWO,2779,10/28/2020,1000.44,1389.5,247.331,1986.985,641.949,566.916,686.413,800.352,661.402,483.546,441.861,1092.147,1986.985,1378.384,583.59,383.502,647.507,1264.445,394.618,400.176,425.187,436.303,255.668,264.005,261.226,247.331
1663194,MRA-LW EXTR W,2787,10/28/2020,1003.32,1393.5,248.043,1992.705,643.797,568.548,688.389,802.656,663.306,484.938,443.133,1095.291,1992.705,1382.352,585.27,384.606,649.371,1268.085,395.754,401.328,426.411,437.559,256.404,264.765,261.978,248.043
1663195,MRA-LW EXTR WO,2556,10/28/2020,920.16,1278,227.484,1827.54,590.436,521.424,631.332,736.128,608.328,444.744,406.404,1004.508,1827.54,1267.776,536.76,352.728,595.548,1162.98,362.952,368.064,391.068,401.292,235.152,242.82,240.264,227.484
1663196,MRA-LW EXTR WWO,3453,10/28/2020,1243.08,1726.5,307.317,2468.895,797.643,704.412,852.891,994.464,821.814,600.822,549.027,1357.029,2468.895,1712.688,725.13,476.514,804.549,1571.115,490.326,497.232,528.309,542.121,317.676,328.035,324.582,307.317
1663197,MR-ORBT FACE NECK WO,4565,10/28/2020,1643.4,2282.5,406.285,3263.975,1054.515,931.26,1127.555,1314.72,1086.47,794.31,725.835,1794.045,3263.975,2264.24,958.65,629.97,1063.645,2077.075,648.23,657.36,698.445,716.705,419.98,433.675,429.11,406.285
1663198,MR-ORBT FACE NECK W,5632,10/28/2020,2027.52,2816,501.248,4026.88,1300.992,1148.928,1391.104,1622.016,1340.416,979.968,895.488,2213.376,4026.88,2793.472,1182.72,777.216,1312.256,2562.56,799.744,811.008,861.696,884.224,518.144,535.04,529.408,501.248
1663199,MR-ORBT FAC NCK WWO,6443,10/28/2020,2319.48,3221.5,573.427,4606.745,1488.333,1314.372,1591.421,1855.584,1533.434,1121.082,1024.437,2532.099,4606.745,3195.728,1353.03,889.134,1501.219,2931.565,914.906,927.792,985.779,1011.551,592.756,612.085,605.642,573.427
1663200,MRA-HEAD WO,3414,10/28/2020,1229.04,1707,303.846,2441.01,788.634,696.456,843.258,983.232,812.532,594.036,542.826,1341.702,2441.01,1693.344,716.94,471.132,795.462,1553.37,484.788,491.616,522.342,535.998,314.088,324.33,320.916,303.846
1663201,MRA-HEAD W,3965,10/28/2020,1427.4,1982.5,352.885,2834.975,915.915,808.86,979.355,1141.92,943.67,689.91,630.435,1558.245,2834.975,1966.64,832.65,547.17,923.845,1804.075,563.03,570.96,606.645,622.505,364.78,376.675,372.71,352.885
1663202,MRA-HEAD WWO,4521,10/28/2020,1627.56,2260.5,402.369,3232.515,1044.351,922.284,1116.687,1302.048,1075.998,786.654,718.839,1776.753,3232.515,2242.416,949.41,623.898,1053.393,2057.055,641.982,651.024,691.713,709.797,415.932,429.495,424.974,402.369
1663203,MR-BRAIN WO,4185,10/28/2020,1506.6,2092.5,372.465,2992.275,966.735,853.74,1033.695,1205.28,996.03,728.19,665.415,1644.705,2992.275,2075.76,878.85,577.53,975.105,1904.175,594.27,602.64,640.305,657.045,385.02,397.575,393.39,372.465
1663204,MR-BRAIN W,4835,10/28/2020,1740.6,2417.5,430.315,3457.025,1116.885,986.34,1194.245,1392.48,1150.73,841.29,768.765,1900.155,3457.025,2398.16,1015.35,667.23,1126.555,2199.925,686.57,696.24,739.755,759.095,444.82,459.325,454.49,430.315
1663205,MR-BRAIN WWO,6565,10/28/2020,2363.4,3282.5,584.285,4693.975,1516.515,1339.26,1621.555,1890.72,1562.47,1142.31,1043.835,2580.045,4693.975,3256.24,1378.65,905.97,1529.645,2987.075,932.23,945.36,1004.445,1030.705,603.98,623.675,617.11,584.285
1663206,MR-CERV SPINE WO,4163,10/28/2020,1498.68,2081.5,370.507,2976.545,961.653,849.252,1028.261,1198.944,990.794,724.362,661.917,1636.059,2976.545,2064.848,874.23,574.494,969.979,1894.165,591.146,599.472,636.939,653.591,382.996,395.485,391.322,370.507
1663207,MR-CERV SPINE W,4370,10/28/2020,1573.2,2185,388.93,3124.55,1009.47,891.48,1079.39,1258.56,1040.06,760.38,694.83,1717.41,3124.55,2167.52,917.7,603.06,1018.21,1988.35,620.54,629.28,668.61,686.09,402.04,415.15,410.78,388.93
1663208,MR-THOR SPINE WO,4165,10/28/2020,1499.4,2082.5,370.685,2977.975,962.115,849.66,1028.755,1199.52,991.27,724.71,662.235,1636.845,2977.975,2065.84,874.65,574.77,970.445,1895.075,591.43,599.76,637.245,653.905,383.18,395.675,391.51,370.685
1663209,MR-THOR SPINE W,4782,10/28/2020,1721.52,2391,425.598,3419.13,1104.642,975.528,1181.154,1377.216,1138.116,832.068,760.338,1879.326,3419.13,2371.872,1004.22,659.916,1114.206,2175.81,679.044,688.608,731.646,750.774,439.944,454.29,449.508,425.598
1663210,MR-LUMB SPINE WO,4344,10/28/2020,1563.84,2172,386.616,3105.96,1003.464,886.176,1072.968,1251.072,1033.872,755.856,690.696,1707.192,3105.96,2154.624,912.24,599.472,1012.152,1976.52,616.848,625.536,664.632,682.008,399.648,412.68,408.336,386.616
1663211,MR-LUMB SPINE W,4970,10/28/2020,1789.2,2485,442.33,3553.55,1148.07,1013.88,1227.59,1431.36,1182.86,864.78,790.23,1953.21,3553.55,2465.12,1043.7,685.86,1158.01,2261.35,705.74,715.68,760.41,780.29,457.24,472.15,467.18,442.33
1663212,MR-CERV SPINE WWO,7185,10/28/2020,2586.6,3592.5,639.465,5137.275,1659.735,1465.74,1774.695,2069.28,1710.03,1250.19,1142.415,2823.705,5137.275,3563.76,1508.85,991.53,1674.105,3269.175,1020.27,1034.64,1099.305,1128.045,661.02,682.575,675.39,639.465
1663213,MR-THOR SPINE WWO,6565,10/28/2020,2363.4,3282.5,584.285,4693.975,1516.515,1339.26,1621.555,1890.72,1562.47,1142.31,1043.835,2580.045,4693.975,3256.24,1378.65,905.97,1529.645,2987.075,932.23,945.36,1004.445,1030.705,603.98,623.675,617.11,584.285
1663214,MR-LUMB SPINE WWO,6883,10/28/2020,2477.88,3441.5,612.587,4921.345,1589.973,1404.132,1700.101,1982.304,1638.154,1197.642,1094.397,2705.019,4921.345,3413.968,1445.43,949.854,1603.739,3131.765,977.386,991.152,1053.099,1080.631,633.236,653.885,647.002,612.587
1663216,MR-PELVIS WO,3889,10/28/2020,1400.04,1944.5,346.121,2780.635,898.359,793.356,960.583,1120.032,925.582,676.686,618.351,1528.377,2780.635,1928.944,816.69,536.682,906.137,1769.495,552.238,560.016,595.017,610.573,357.788,369.455,365.566,346.121
1663217,MR-PELVIS W,4481,10/28/2020,1613.16,2240.5,398.809,3203.915,1035.111,914.124,1106.807,1290.528,1066.478,779.694,712.479,1761.033,3203.915,2222.576,941.01,618.378,1044.073,2038.855,636.302,645.264,685.593,703.517,412.252,425.695,421.214,398.809
1663218,MR-PELVIS WWO,7008,10/28/2020,2522.88,3504,623.712,5010.72,1618.848,1429.632,1730.976,2018.304,1667.904,1219.392,1114.272,2754.144,5010.72,3475.968,1471.68,967.104,1632.864,3188.64,995.136,1009.152,1072.224,1100.256,644.736,665.76,658.752,623.712
1663219,MRA-PELVIS W,2102,10/28/2020,756.72,1051,187.078,1502.93,485.562,428.808,519.194,605.376,500.276,365.748,334.218,826.086,1502.93,1042.592,441.42,290.076,489.766,956.41,298.484,302.688,321.606,330.014,193.384,199.69,197.588,187.078
1663220,MRA-PELVIS WO,1709,10/28/2020,615.24,854.5,152.101,1221.935,394.779,348.636,422.123,492.192,406.742,297.366,271.731,671.637,1221.935,847.664,358.89,235.842,398.197,777.595,242.678,246.096,261.477,268.313,157.228,162.355,160.646,152.101
1663221,MRA-PELVIS WWO,2649,10/28/2020,953.64,1324.5,235.761,1894.035,611.919,540.396,654.303,762.912,630.462,460.926,421.191,1041.057,1894.035,1313.904,556.29,365.562,617.217,1205.295,376.158,381.456,405.297,415.893,243.708,251.655,249.006,235.761
1663225,MR-UPPER EXT BI WO,5393,10/28/2020,1941.48,2696.5,479.977,3855.995,1245.783,1100.172,1332.071,1553.184,1283.534,938.382,857.487,2119.449,3855.995,2674.928,1132.53,744.234,1256.569,2453.815,765.806,776.592,825.129,846.701,496.156,512.335,506.942,479.977
1663226,MR-UPPER EXT BI W,6078,10/28/2020,2188.08,3039,540.942,4345.77,1404.018,1239.912,1501.266,1750.464,1446.564,1057.572,966.402,2388.654,4345.77,3014.688,1276.38,838.764,1416.174,2765.49,863.076,875.232,929.934,954.246,559.176,577.41,571.332,540.942
1663227,MR-UPPER EXT BI WWO,13753,10/28/2020,4951.08,6876.5,1224.017,9833.395,3176.943,2805.612,3396.991,3960.864,3273.214,2393.022,2186.727,5404.929,9833.395,6821.488,2888.13,1897.914,3204.449,6257.615,1952.926,1980.432,2104.209,2159.221,1265.276,1306.535,1292.782,1224.017
1663229,MR-LOWER EXTR BI WO,6078,10/28/2020,2188.08,3039,540.942,4345.77,1404.018,1239.912,1501.266,1750.464,1446.564,1057.572,966.402,2388.654,4345.77,3014.688,1276.38,838.764,1416.174,2765.49,863.076,875.232,929.934,954.246,559.176,577.41,571.332,540.942
1663230,MR-LOWER EXTR BI W,7094,10/28/2020,2553.84,3547,631.366,5072.21,1638.714,1447.176,1752.218,2043.072,1688.372,1234.356,1127.946,2787.942,5072.21,3518.624,1489.74,978.972,1652.902,3227.77,1007.348,1021.536,1085.382,1113.758,652.648,673.93,666.836,631.366
1663231,MR-LOWER EXTR BI WWO,13991,10/28/2020,5036.76,6995.5,1245.199,10003.565,3231.921,2854.164,3455.777,4029.408,3329.858,2434.434,2224.569,5498.463,10003.565,6939.536,2938.11,1930.758,3259.903,6365.905,1986.722,2014.704,2140.623,2196.587,1287.172,1329.145,1315.154,1245.199
1663232,MR-TMJS,4166,10/28/2020,1499.76,2083,370.774,2978.69,962.346,849.864,1029.002,1199.808,991.508,724.884,662.394,1637.238,2978.69,2066.336,874.86,574.908,970.678,1895.53,591.572,599.904,637.398,654.062,383.272,395.77,391.604,370.774
1663234,HE-MANDIBLE LTD CR,734,10/28/2020,264.24,367,65.326,524.81,169.554,149.736,181.298,211.392,174.692,127.716,116.706,288.462,524.81,364.064,154.14,101.292,171.022,333.97,104.228,105.696,112.302,115.238,67.528,69.73,68.996,65.326
1663235,HE-MANDIBLE 4VPLS CR,734,10/28/2020,264.24,367,65.326,524.81,169.554,149.736,181.298,211.392,174.692,127.716,116.706,288.462,524.81,364.064,154.14,101.292,171.022,333.97,104.228,105.696,112.302,115.238,67.528,69.73,68.996,65.326
1663236,HE-MASTOIDS LTD CR,288,10/28/2020,103.68,144,25.632,205.92,66.528,58.752,71.136,82.944,68.544,50.112,45.792,113.184,205.92,142.848,60.48,39.744,67.104,131.04,40.896,41.472,44.064,45.216,26.496,27.36,27.072,25.632
1663237,HE-MASTOID 3VPLUS CR,288,10/28/2020,103.68,144,25.632,205.92,66.528,58.752,71.136,82.944,68.544,50.112,45.792,113.184,205.92,142.848,60.48,39.744,67.104,131.04,40.896,41.472,44.064,45.216,26.496,27.36,27.072,25.632
1663239,HE-FACIAL BNS LTD CR,491,10/28/2020,176.76,245.5,43.699,351.065,113.421,100.164,121.277,141.408,116.858,85.434,78.069,192.963,351.065,243.536,103.11,67.758,114.403,223.405,69.722,70.704,75.123,77.087,45.172,46.645,46.154,43.699
1663240,HE-FACIAL BNES 3V CR,599,10/28/2020,215.64,299.5,53.311,428.285,138.369,122.196,147.953,172.512,142.562,104.226,95.241,235.407,428.285,297.104,125.79,82.662,139.567,272.545,85.058,86.256,91.647,94.043,55.108,56.905,56.306,53.311
1663241,HE-NASAL BONES CR,599,10/28/2020,215.64,299.5,53.311,428.285,138.369,122.196,147.953,172.512,142.562,104.226,95.241,235.407,428.285,297.104,125.79,82.662,139.567,272.545,85.058,86.256,91.647,94.043,55.108,56.905,56.306,53.311
1663243,HE-ORBITS 4V CR,599,10/28/2020,215.64,299.5,53.311,428.285,138.369,122.196,147.953,172.512,142.562,104.226,95.241,235.407,428.285,297.104,125.79,82.662,139.567,272.545,85.058,86.256,91.647,94.043,55.108,56.905,56.306,53.311
1663244,HE-SINUSES LTD CR,800,10/28/2020,288,400,71.2,572,184.8,163.2,197.6,230.4,190.4,139.2,127.2,314.4,572,396.8,168,110.4,186.4,364,113.6,115.2,122.4,125.6,73.6,76,75.2,71.2
1663245,HE-SINUSES 3VPLUS CR,599,10/28/2020,215.64,299.5,53.311,428.285,138.369,122.196,147.953,172.512,142.562,104.226,95.241,235.407,428.285,297.104,125.79,82.662,139.567,272.545,85.058,86.256,91.647,94.043,55.108,56.905,56.306,53.311
1663246,HE-SELLA TURCICA CR,507,10/28/2020,182.52,253.5,45.123,362.505,117.117,103.428,125.229,146.016,120.666,88.218,80.613,199.251,362.505,251.472,106.47,69.966,118.131,230.685,71.994,73.008,77.571,79.599,46.644,48.165,47.658,45.123
1663247,HE-SKULL LIMITED CR,734,10/28/2020,264.24,367,65.326,524.81,169.554,149.736,181.298,211.392,174.692,127.716,116.706,288.462,524.81,364.064,154.14,101.292,171.022,333.97,104.228,105.696,112.302,115.238,67.528,69.73,68.996,65.326
1663248,HE-SKULL 4V PLUS CR,734,10/28/2020,264.24,367,65.326,524.81,169.554,149.736,181.298,211.392,174.692,127.716,116.706,288.462,524.81,364.064,154.14,101.292,171.022,333.97,104.228,105.696,112.302,115.238,67.528,69.73,68.996,65.326
1663253,HE-TMJ BILATERAL CR,599,10/28/2020,215.64,299.5,53.311,428.285,138.369,122.196,147.953,172.512,142.562,104.226,95.241,235.407,428.285,297.104,125.79,82.662,139.567,272.545,85.058,86.256,91.647,94.043,55.108,56.905,56.306,53.311
1663256,SP-NECK SOFT TISS CR,418,10/28/2020,150.48,209,37.202,298.87,96.558,85.272,103.246,120.384,99.484,72.732,66.462,164.274,298.87,207.328,87.78,57.684,97.394,190.19,59.356,60.192,63.954,65.626,38.456,39.71,39.292,37.202
1663261,CH-CHEST 1V CR,416,10/28/2020,149.76,208,37.024,297.44,96.096,84.864,102.752,119.808,99.008,72.384,66.144,163.488,297.44,206.336,87.36,57.408,96.928,189.28,59.072,59.904,63.648,65.312,38.272,39.52,39.104,37.024
1663263,CH-CHEST 2V CR,767,10/28/2020,276.12,383.5,68.263,548.405,177.177,156.468,189.449,220.896,182.546,133.458,121.953,301.431,548.405,380.432,161.07,105.846,178.711,348.985,108.914,110.448,117.351,120.419,70.564,72.865,72.098,68.263
1663265,CH-CHEST 3V CR,990,10/28/2020,356.4,495,88.11,707.85,228.69,201.96,244.53,285.12,235.62,172.26,157.41,389.07,707.85,491.04,207.9,136.62,230.67,450.45,140.58,142.56,151.47,155.43,91.08,94.05,93.06,88.11
1663267,CH-CHEST 4V CR,767,10/28/2020,276.12,383.5,68.263,548.405,177.177,156.468,189.449,220.896,182.546,133.458,121.953,301.431,548.405,380.432,161.07,105.846,178.711,348.985,108.914,110.448,117.351,120.419,70.564,72.865,72.098,68.263
1663270,CH-RIBS UNILAT CR,646,10/28/2020,232.56,323,57.494,461.89,149.226,131.784,159.562,186.048,153.748,112.404,102.714,253.878,461.89,320.416,135.66,89.148,150.518,293.93,91.732,93.024,98.838,101.422,59.432,61.37,60.724,57.494
1663271,CH-RIB UNI PA CXR CR,646,10/28/2020,232.56,323,57.494,461.89,149.226,131.784,159.562,186.048,153.748,112.404,102.714,253.878,461.89,320.416,135.66,89.148,150.518,293.93,91.732,93.024,98.838,101.422,59.432,61.37,60.724,57.494
1663272,CH-RIBS BILATERAL CR,1161,10/28/2020,417.96,580.5,103.329,830.115,268.191,236.844,286.767,334.368,276.318,202.014,184.599,456.273,830.115,575.856,243.81,160.218,270.513,528.255,164.862,167.184,177.633,182.277,106.812,110.295,109.134,103.329
1663273,CH-RIBS BI PA CXR CR,1161,10/28/2020,417.96,580.5,103.329,830.115,268.191,236.844,286.767,334.368,276.318,202.014,184.599,456.273,830.115,575.856,243.81,160.218,270.513,528.255,164.862,167.184,177.633,182.277,106.812,110.295,109.134,103.329
1663274,CH-STERNUM CR,531,10/28/2020,191.16,265.5,47.259,379.665,122.661,108.324,131.157,152.928,126.378,92.394,84.429,208.683,379.665,263.376,111.51,73.278,123.723,241.605,75.402,76.464,81.243,83.367,48.852,50.445,49.914,47.259
1663275,CH-STRNOCLAV JNTS CR,560,10/28/2020,201.6,280,49.84,400.4,129.36,114.24,138.32,161.28,133.28,97.44,89.04,220.08,400.4,277.76,117.6,77.28,130.48,254.8,79.52,80.64,85.68,87.92,51.52,53.2,52.64,49.84
1663277,SP-SPINE SNGL VW CR,549,10/28/2020,197.64,274.5,48.861,392.535,126.819,111.996,135.603,158.112,130.662,95.526,87.291,215.757,392.535,272.304,115.29,75.762,127.917,249.795,77.958,79.056,83.997,86.193,50.508,52.155,51.606,48.861
1663278,SP-CERV SP 2TO3VW CR,681,10/28/2020,245.16,340.5,60.609,486.915,157.311,138.924,168.207,196.128,162.078,118.494,108.279,267.633,486.915,337.776,143.01,93.978,158.673,309.855,96.702,98.064,104.193,106.917,62.652,64.695,64.014,60.609
1663283,SP-T SPINE 3 VIEW CR,737,10/28/2020,265.32,368.5,65.593,526.955,170.247,150.348,182.039,212.256,175.406,128.238,117.183,289.641,526.955,365.552,154.77,101.706,171.721,335.335,104.654,106.128,112.761,115.709,67.804,70.015,69.278,65.593
1663287,SP-LS SPN 2 TO 3V CR,737,10/28/2020,265.32,368.5,65.593,526.955,170.247,150.348,182.039,212.256,175.406,128.238,117.183,289.641,526.955,365.552,154.77,101.706,171.721,335.335,104.654,106.128,112.761,115.709,67.804,70.015,69.278,65.593
